=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
Turn: 21 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 22 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 23 - Predicted value: 2.14 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 24 - Predicted value: 2.22 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 25 - Predicted value: 2.60 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 26 - Predicted value: 2.56 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 27 - Predicted value: 2.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 28 - Predicted value: 2.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 29 - Predicted value: 2.97 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 30 - Predicted value: 3.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 31 - Predicted value: 3.24 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 32 - Predicted value: 3.38 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 33 - Predicted value: 3.51 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 34 - Predicted value: 3.79 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 35 - Predicted value: 3.64 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 36 - Predicted value: 3.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 37 - Predicted value: 4.01 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 38 - Predicted value: 4.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 39 - Predicted value: 3.68 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 40 - Predicted value: 3.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 41 - Predicted value: 4.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 42 - Predicted value: 4.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 43 - Predicted value: 4.14 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 44 - Predicted value: 4.12 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 45 - Predicted value: 4.18 - Timing info: {Observation processing: 0.00 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 46 - Predicted value: 4.18 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 47 - Predicted value: 4.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 48 - Predicted value: 4.49 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 49 - Predicted value: 4.60 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 50 - Predicted value: 4.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 51 - Predicted value: 4.54 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 52 - Predicted value: 4.74 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 53 - Predicted value: 4.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.09 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 54 - Predicted value: 4.66 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 55 - Predicted value: 4.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 56 - Predicted value: 4.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 57 - Predicted value: 4.87 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 58 - Predicted value: 4.73 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 59 - Predicted value: 4.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 60 - Predicted value: 5.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 61 - Predicted value: 4.86 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 62 - Predicted value: 4.80 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 63 - Predicted value: 5.14 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 64 - Predicted value: 5.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 65 - Predicted value: 5.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 66 - Predicted value: 5.17 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 67 - Predicted value: 5.22 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 68 - Predicted value: 5.58 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 69 - Predicted value: 5.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 70 - Predicted value: 5.64 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 71 - Predicted value: 5.70 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 72 - Predicted value: 6.22 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 73 - Predicted value: 6.35 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 74 - Predicted value: 6.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 75 - Predicted value: 6.30 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 76 - Predicted value: 6.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 77 - Predicted value: 6.20 - Timing info: {Observation processing: 0.06 - Model inference: 0.27 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 78 - Predicted value: 6.15 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 79 - Predicted value: 6.10 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 80 - Predicted value: 6.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 81 - Predicted value: 6.51 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 82 - Predicted value: 6.50 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 83 - Predicted value: 6.52 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 84 - Predicted value: 6.45 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 85 - Predicted value: 6.48 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 86 - Predicted value: 6.65 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 87 - Predicted value: 6.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 88 - Predicted value: 6.68 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 89 - Predicted value: 6.85 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 90 - Predicted value: 6.84 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 91 - Predicted value: 6.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 92 - Predicted value: 6.75 - Timing info: {Observation processing: 0.00 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 93 - Predicted value: 6.74 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 94 - Predicted value: 6.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 95 - Predicted value: 6.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 96 - Predicted value: 6.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 97 - Predicted value: 6.97 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 98 - Predicted value: 6.96 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 99 - Predicted value: 7.13 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 100 - Predicted value: 7.15 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.04} - Remaining overage time: 60.00
Turn: 101 - Predicted value: 7.30 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 102 - Predicted value: 7.37 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 103 - Predicted value: 7.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 104 - Predicted value: 7.15 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 105 - Predicted value: 7.17 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 106 - Predicted value: 7.20 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 107 - Predicted value: 7.16 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 108 - Predicted value: 7.32 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 109 - Predicted value: 7.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 110 - Predicted value: 7.12 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 111 - Predicted value: 7.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 112 - Predicted value: 7.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 113 - Predicted value: 7.36 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 114 - Predicted value: 7.24 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 115 - Predicted value: 7.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 116 - Predicted value: 7.53 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 117 - Predicted value: 7.53 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 118 - Predicted value: 7.49 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 119 - Predicted value: 7.46 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 120 - Predicted value: 7.61 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 121 - Predicted value: 7.92 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 122 - Predicted value: 7.86 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 123 - Predicted value: 7.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 124 - Predicted value: 7.73 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 125 - Predicted value: 7.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 126 - Predicted value: 7.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 127 - Predicted value: 8.26 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 128 - Predicted value: 8.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 129 - Predicted value: 8.06 - Timing info: {Observation processing: 0.00 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 130 - Predicted value: 8.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 131 - Predicted value: 8.27 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 132 - Predicted value: 8.21 - Timing info: {Observation processing: 0.00 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 133 - Predicted value: 7.99 - Timing info: {Observation processing: 0.00 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 134 - Predicted value: 8.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 135 - Predicted value: 7.95 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 136 - Predicted value: 8.01 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 137 - Predicted value: 8.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 138 - Predicted value: 8.12 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 139 - Predicted value: 8.08 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 140 - Predicted value: 8.10 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 141 - Predicted value: 8.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 142 - Predicted value: 8.05 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 143 - Predicted value: 8.15 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 144 - Predicted value: 7.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 145 - Predicted value: 7.92 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 146 - Predicted value: 7.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 147 - Predicted value: 7.82 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 148 - Predicted value: 7.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 149 - Predicted value: 7.63 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 150 - Predicted value: 7.65 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 151 - Predicted value: 7.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 152 - Predicted value: 7.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 153 - Predicted value: 7.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 154 - Predicted value: 7.73 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 155 - Predicted value: 7.68 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 156 - Predicted value: 7.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
