=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
Turn: 33 - Predicted value: 0.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 34 - Predicted value: 0.51 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 35 - Predicted value: 0.72 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 36 - Predicted value: 0.96 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 37 - Predicted value: 0.88 - Timing info: {Observation processing: 0.04 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 38 - Predicted value: 1.06 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 39 - Predicted value: 1.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 40 - Predicted value: 1.23 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 41 - Predicted value: 1.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 42 - Predicted value: 0.89 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 43 - Predicted value: 1.13 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 44 - Predicted value: 1.26 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 45 - Predicted value: 1.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 46 - Predicted value: 1.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 47 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 48 - Predicted value: 1.63 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 49 - Predicted value: 1.57 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 50 - Predicted value: 1.62 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 51 - Predicted value: 1.59 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 52 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 53 - Predicted value: 1.57 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 54 - Predicted value: 1.63 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 55 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 56 - Predicted value: 1.61 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 57 - Predicted value: 1.69 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 58 - Predicted value: 1.68 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 59 - Predicted value: 1.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 60 - Predicted value: 1.80 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 61 - Predicted value: 1.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 62 - Predicted value: 1.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 63 - Predicted value: 1.93 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 64 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 65 - Predicted value: 1.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 66 - Predicted value: 1.90 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 67 - Predicted value: 1.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 68 - Predicted value: 1.94 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 69 - Predicted value: 1.96 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 70 - Predicted value: 2.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 71 - Predicted value: 1.96 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 72 - Predicted value: 1.97 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 73 - Predicted value: 2.00 - Timing info: {Observation processing: 0.05 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 74 - Predicted value: 1.88 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 75 - Predicted value: 1.90 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 76 - Predicted value: 1.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 77 - Predicted value: 1.99 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 78 - Predicted value: 1.97 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 79 - Predicted value: 1.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 80 - Predicted value: 1.53 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 81 - Predicted value: 1.75 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 82 - Predicted value: 1.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 83 - Predicted value: 1.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 84 - Predicted value: 1.86 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 85 - Predicted value: 1.82 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 86 - Predicted value: 1.77 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 87 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 88 - Predicted value: 1.82 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 89 - Predicted value: 1.85 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 90 - Predicted value: 1.78 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 91 - Predicted value: 1.74 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 92 - Predicted value: 1.71 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 93 - Predicted value: 1.91 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 94 - Predicted value: 1.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 95 - Predicted value: 1.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 96 - Predicted value: 1.79 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 97 - Predicted value: 1.76 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 98 - Predicted value: 1.80 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 99 - Predicted value: 1.80 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 100 - Predicted value: 1.84 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 101 - Predicted value: 1.81 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 102 - Predicted value: 1.87 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 103 - Predicted value: 1.84 - Timing info: {Observation processing: 0.02 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 104 - Predicted value: 1.86 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 105 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 106 - Predicted value: 1.89 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 107 - Predicted value: 1.82 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 108 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 109 - Predicted value: 1.83 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 110 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 111 - Predicted value: 2.02 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 112 - Predicted value: 2.04 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 113 - Predicted value: 2.08 - Timing info: {Observation processing: 0.04 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 114 - Predicted value: 2.10 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 115 - Predicted value: 2.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 116 - Predicted value: 2.08 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 117 - Predicted value: 2.09 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 118 - Predicted value: 2.07 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 119 - Predicted value: 2.03 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 120 - Predicted value: 1.99 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 121 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 122 - Predicted value: 2.00 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 123 - Predicted value: 2.10 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 124 - Predicted value: 2.12 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 125 - Predicted value: 2.19 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 126 - Predicted value: 2.22 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 127 - Predicted value: 2.24 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 128 - Predicted value: 2.23 - Timing info: {Observation processing: 0.01 - Model inference: 0.07 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 129 - Predicted value: 2.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 130 - Predicted value: 2.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 131 - Predicted value: 2.26 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 132 - Predicted value: 2.27 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 133 - Predicted value: 2.35 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 134 - Predicted value: 2.28 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 135 - Predicted value: 2.36 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 136 - Predicted value: 2.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 137 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 138 - Predicted value: 2.30 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 139 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 140 - Predicted value: 2.43 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 141 - Predicted value: 2.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 142 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 143 - Predicted value: 2.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 144 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 145 - Predicted value: 2.36 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 146 - Predicted value: 2.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 147 - Predicted value: 2.34 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 148 - Predicted value: 2.35 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 149 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 150 - Predicted value: 2.46 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 151 - Predicted value: 2.36 - Timing info: {Observation processing: 0.04 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 152 - Predicted value: 2.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 153 - Predicted value: 2.41 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 154 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 155 - Predicted value: 2.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.02} - Remaining overage time: 60.00
Turn: 156 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 157 - Predicted value: 2.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 158 - Predicted value: 2.33 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 159 - Predicted value: 2.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 160 - Predicted value: 2.42 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 161 - Predicted value: 2.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 162 - Predicted value: 2.51 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 163 - Predicted value: 2.44 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 164 - Predicted value: 2.40 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 165 - Predicted value: 2.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 166 - Predicted value: 2.50 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 167 - Predicted value: 2.49 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 168 - Predicted value: 2.44 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 169 - Predicted value: 2.37 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 170 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 171 - Predicted value: 2.39 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 172 - Predicted value: 2.36 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 173 - Predicted value: 2.45 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 174 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 175 - Predicted value: 2.38 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 176 - Predicted value: 2.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 177 - Predicted value: 2.36 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 178 - Predicted value: 2.27 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 179 - Predicted value: 2.29 - Timing info: {Observation processing: 0.01 - Model inference: 0.06 - Collision detection: 0.01} - Remaining overage time: 60.00
Turn: 180 - Predicted value: 2.30 - Timing info: {Observation processing: 0.01 - Model inference: 0.05 - Collision detection: 0.01} - Remaining overage time: 60.00
